state,fiscal_year,funds_awarded,ccdf_discretionary,ssbg_block_grant,adjusted_award,carryover,basic_assistance,basic_assistance_no_subsidies,basic_assistance_subsidies,other_assistance,other_assistance_foster,other_assistance_juvenile_justice,other_assistance_emergency,non_assistance,non_assistance_welfare_foster,non_assistance_juvenile_justice,non_assistance_emergency,work_ed,work_ed_subsidized_emp,work_ed_training,work_ed_other,work_supports,early_ed,early_ed_childcare,early_ed_prek,financial_ed,eitc_refundable,non_eitc_refundable,short_term_benefits,support__services,children_youth_services,pregnancy_prevention,fatherhood_programs,child_welfare,child_welfare_family,child_welfare_adoption,child_welfare_other,home_visiting,program_mgmt,program_mgmt_admin,program_mgmt_assessment,program_mgmt_systems,other,total_expenditures,fed_unliquidated,unobligated_balance
VIRGINIA,2019.00,157762831.00,16607349.00,15776283.00,125379199.00,140874589.00,62525482.00,62525482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37791764.00,10500.00,618844.00,37162420.00,5807212.00,25928533.00,21919236.00,4009297.00,0.00,524124.00,0.00,4555541.00,4175632.00,1000004.00,0.00,0.00,55156171.00,46140491.00,0.00,9015680.00,987921.00,49768662.00,46772130.00,0.00,2996532.00,6871463.00,255092509.00,6672677.00,133595458.00
WASHINGTON,2019.00,422988788.00,64240748.00,5675000.00,309142437.00,48355130.00,141868033.00,141868033.00,0.00,0.00,0.00,0.00,0.00,4191962.00,4151967.00,0.00,39995.00,99703572.00,14458954.00,64136799.00,21107819.00,0.00,130482390.00,80247700.00,50234690.00,0.00,0.00,0.00,63951155.00,3564420.00,287362997.00,0.00,0.00,0.00,0.00,0.00,0.00,5548740.00,87620464.00,43968442.00,0.00,43652022.00,113856760.00,938150493.00,0.00,111917668.00
WEST VIRGINIA,2019.00,109812728.00,0.00,10981273.00,98831455.00,74561406.00,25140467.00,25140467.00,0.00,22490742.00,21771436.00,0.00,719306.00,0.00,0.00,0.00,0.00,343611.00,0.00,0.00,343611.00,10675331.00,10021392.00,10021392.00,0.00,0.00,0.00,0.00,13509750.00,1729790.00,135.00,0.00,0.00,9368184.00,3985027.00,0.00,5383157.00,0.00,12543223.00,11623691.00,0.00,919532.00,236708.00,106059333.00,0.00,101779972.00
WISCONSIN,2019.00,312845980.00,62569196.00,14653500.00,235623284.00,175646493.00,71793471.00,71793471.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31826493.00,3186870.00,2539713.00,26099910.00,1690496.00,138857145.00,138857145.00,0.00,0.00,69700000.00,0.00,38010986.00,14436996.00,86233362.00,1107939.00,2657181.00,6413436.00,6413436.00,0.00,0.00,3468121.00,33847478.00,25084491.00,1933805.00,6829182.00,340514.00,500383618.00,0.00,186527124.00
WYOMING,2019.00,18428651.00,0.00,0.00,18428651.00,26092394.00,8321466.00,8321466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4741535.00,0.00,4671814.00,69721.00,0.00,2882598.00,2882598.00,0.00,0.00,0.00,0.00,3294209.00,1160204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,547954.00,4602795.00,4213709.00,273653.00,115433.00,0.00,25550761.00,0.00,28633026.00
U.S. TOTAL,2018.00,16844659573.00,1497830673.00,1118840002.00,13619988898.00,4855129092.00,6710933538.00,6273701673.00,437231865.00,563246283.00,260138260.00,29607526.00,273500497.00,564949505.00,424014755.00,69402640.00,71532110.00,3340086035.00,136094194.00,1735842953.00,1468148888.00,443499780.00,6431106589.00,3828279033.00,2602827556.00,2357454.00,2281591444.00,541255441.00,1034434242.00,408517032.00,598270253.00,476178970.00,205080721.00,1669331756.00,790595043.00,35396456.00,843340257.00,97829498.00,3116933395.00,1967511164.00,920150442.00,229271789.00,234094095.00,28719696031.00,1434903289.00,3691137660.00
ALABAMA,2018.00,103359371.00,0.00,9300727.00,83706540.00,74176307.00,20321862.00,20321862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6318153.00,3268741.00,178647.00,2870765.00,3334350.00,28142151.00,5868720.00,22273431.00,0.00,0.00,0.00,34228732.00,520887.00,900000.00,854289.00,2871585.00,40456037.00,10092763.00,0.00,30363274.00,3453947.00,32758320.00,18628208.00,13377298.00,752814.00,0.00,174160313.00,0.00,86403403.00
ALASKA,2018.00,44397466.00,7742228.00,4439747.00,32215491.00,48142469.00,42073843.00,42073843.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8774882.00,0.00,632568.00,8142314.00,294110.00,10425187.00,10425187.00,0.00,0.00,0.00,0.00,303110.00,0.00,7187759.00,2988174.00,0.00,0.00,0.00,0.00,0.00,0.00,8356073.00,8353000.00,0.00,3073.00,200764.00,80603902.00,0.00,36312583.00
ARIZONA,2018.00,221602194.00,0.00,19940731.00,179466582.00,29744419.00,41697276.00,16481500.00,25215776.00,9750527.00,9750527.00,0.00,0.00,0.00,0.00,0.00,0.00,377322.00,0.00,150646.00,226676.00,7034419.00,2546800.00,2546800.00,0.00,0.00,0.00,0.00,9482507.00,5784681.00,0.00,0.00,0.00,217495713.00,105040590.00,10683899.00,101771224.00,0.00,20111919.00,11540230.00,601521.00,7970168.00,0.00,314281164.00,0.00,49421747.00
ARKANSAS,2018.00,62839408.00,0.00,0.00,56545640.00,64673052.00,4098634.00,4098634.00,0.00,0.00,0.00,0.00,0.00,4079213.00,0.00,0.00,4079213.00,14673570.00,20471.00,3276272.00,11376827.00,1206015.00,123865859.00,15514589.00,108351270.00,0.00,0.00,0.00,0.00,0.00,440195.00,937208.00,2294545.00,330060.00,330060.00,0.00,0.00,0.00,13249263.00,11701272.00,106582.00,1441409.00,0.00,165174562.00,20420765.00,53371442.00
CALIFORNIA,2018.00,3637503251.00,0.00,362416560.00,3275086691.00,305434780.00,2329995229.00,2214845218.00,115150011.00,253674004.00,0.00,0.00,253674004.00,0.00,0.00,0.00,0.00,1778602465.00,27173408.00,1130378214.00,621050843.00,190104301.00,742572321.00,742572321.00,0.00,50.00,0.00,0.00,693922.00,138830153.00,884096.00,27766741.00,2570529.00,3175.00,3175.00,0.00,0.00,0.00,765718136.00,494890080.00,229225248.00,41602808.00,14298.00,6231429420.00,257776421.00,0.00
COLORADO,2018.00,150701415.00,6221206.00,5897601.00,123488896.00,96394637.00,55969019.00,55969019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10675270.00,1885837.00,4134409.00,4655024.00,10203507.00,73721574.00,11711903.00,62009671.00,2941.00,73096770.00,5036037.00,20467571.00,2127386.00,599970.00,432564.00,510878.00,46305075.00,33461648.00,0.00,12843427.00,8949399.00,60937229.00,17876773.00,37020178.00,6040278.00,0.00,369035190.00,0.00,104516632.00
CONNECTICUT,2018.00,265907706.00,26678810.00,0.00,239228896.00,769225.00,50235960.00,50235960.00,0.00,0.00,0.00,0.00,0.00,19726211.00,0.00,0.00,19726211.00,11731629.00,0.00,11731629.00,0.00,0.00,89516334.00,13312910.00,76203424.00,0.00,56443535.00,0.00,0.00,20431012.00,0.00,51502991.00,16292439.00,62229764.00,62229764.00,0.00,0.00,0.00,93572955.00,35736610.00,57509862.00,326483.00,0.00,471682830.00,0.00,0.00
DELAWARE,2018.00,35766684.00,0.00,0.00,32184421.00,9106358.00,13868102.00,13868102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3790622.00,1003102.00,1828520.00,959000.00,0.00,76442106.00,76442106.00,0.00,0.00,0.00,0.00,2648501.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19793988.00,3520878.00,16273110.00,0.00,0.00,116543319.00,610337.00,14070767.00
DIST.OF COLUMBIA,2018.00,102578051.00,0.00,3935917.00,88368286.00,33376184.00,114481531.00,114481531.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29872825.00,7271755.00,2606886.00,19994184.00,0.00,59117060.00,59117060.00,0.00,0.00,0.00,0.00,67558860.00,1368718.00,0.00,973682.00,0.00,0.00,0.00,0.00,0.00,1226779.00,11123308.00,9105074.00,1393730.00,624504.00,0.00,285722763.00,0.00,48728015.00
FLORIDA,2018.00,560484398.00,110290876.00,56048440.00,394145082.00,17120287.00,160442905.00,82898650.00,77544255.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43769764.00,1762593.00,5133790.00,36873381.00,4147909.00,206588350.00,206588350.00,0.00,0.00,0.00,0.00,902114.00,19923876.00,0.00,204322.00,0.00,269205488.00,47325112.00,2794452.00,219085924.00,0.00,70037612.00,61705158.00,0.00,8332454.00,0.00,775222340.00,15912863.00,0.00
GEORGIA,2018.00,329650291.00,0.00,1182112.00,328468179.00,64692560.00,95549628.00,39216776.00,56332852.00,36672497.00,36672497.00,0.00,0.00,0.00,0.00,0.00,0.00,10626204.00,7824509.00,440.00,2801255.00,2526818.00,22182651.00,22182651.00,0.00,0.00,0.00,0.00,4671914.00,13069738.00,57528070.00,10133405.00,0.00,211119646.00,189689382.00,13702643.00,7727621.00,0.00,24883496.00,15989701.00,5116197.00,3777598.00,0.00,488964067.00,10737389.00,66827810.00
HAWAII,2018.00,109550596.00,0.00,9857840.00,88720562.00,241395931.00,28602509.00,28602509.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41180189.00,615133.00,33999301.00,6565755.00,2217059.00,11222300.00,11041717.00,180583.00,96491.00,0.00,0.00,5701063.00,22328009.00,5828715.00,9382359.00,3695258.00,535904.00,469493.00,0.00,66411.00,2023199.00,23529109.00,10786321.00,10104194.00,2638594.00,32508068.00,188850232.00,20685336.00,280585356.00
IDAHO,2018.00,30307166.00,7804095.00,966041.00,21537030.00,19999580.00,8218660.00,8218660.00,0.00,0.00,0.00,0.00,0.00,11306225.00,0.00,0.00,11306225.00,2758810.00,86531.00,61760.00,2610519.00,136272.00,7341899.00,5832696.00,1509203.00,0.00,0.00,0.00,1344553.00,0.00,0.00,403855.00,0.00,1507006.00,1507006.00,0.00,0.00,0.00,7759265.00,5642601.00,0.00,2116664.00,0.00,40776545.00,0.00,13785444.00
ILLINOIS,2018.00,583126272.00,0.00,1500000.00,581626272.00,0.00,31882616.00,31882616.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19252090.00,0.00,13244892.00,6007198.00,806977.00,699727173.00,593251266.00,106475907.00,377984.00,66150494.00,0.00,740061.00,9521097.00,0.00,102555.00,0.00,242282735.00,0.00,0.00,242282735.00,0.00,71255097.00,0.00,71193272.00,61825.00,0.00,1142098879.00,0.00,0.00
INDIANA,2018.00,206116672.00,61835002.00,0.00,144281670.00,155782237.00,14744438.00,14744438.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83762279.00,0.00,80058675.00,3703604.00,1102831.00,56617229.00,56617229.00,0.00,0.00,27529635.00,0.00,387960.00,0.00,21141988.00,4426798.00,25369587.00,9336994.00,9043322.00,0.00,293672.00,23622474.00,24101671.00,15546671.00,0.00,8555000.00,60893803.00,353037687.00,13692163.00,50841067.00
IOWA,2018.00,130558068.00,26205412.00,12962008.00,91390648.00,4284142.00,33549353.00,33549353.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10484615.00,0.00,0.00,10484615.00,1302454.00,31797264.00,31797264.00,0.00,0.00,25939342.00,0.00,298427.00,0.00,0.00,1670096.00,15746.00,55569447.00,53510608.00,0.00,2058839.00,0.00,11711582.00,4931413.00,5746119.00,1034050.00,0.00,172338326.00,653990.00,0.00
KANSAS,2018.00,101360081.00,0.00,10136008.00,91224073.00,68147333.00,13025973.00,13025973.00,0.00,16654008.00,16654008.00,0.00,0.00,2797385.00,2797385.00,0.00,0.00,1020628.00,0.00,500631.00,519997.00,1437822.00,21870621.00,6673023.00,15197598.00,0.00,49901778.00,0.00,701.00,3186011.00,17646613.00,0.00,1289560.00,5159918.00,5159918.00,0.00,0.00,5437143.00,15916244.00,8281972.00,4470671.00,3163601.00,0.00,155344405.00,2044789.00,73754611.00
KENTUCKY,2018.00,180689420.00,0.00,0.00,180689420.00,66497758.00,172117902.00,114290927.00,57826975.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29025759.00,9181919.00,212975.00,19630865.00,0.00,36051229.00,36051229.00,0.00,0.00,0.00,0.00,0.00,8517244.00,0.00,0.00,4636349.00,0.00,0.00,0.00,0.00,0.00,11201002.00,9990731.00,0.00,1210271.00,0.00,261549485.00,0.00,63783395.00
LOUISIANA,2018.00,163430877.00,0.00,16343088.00,147087789.00,7949913.00,19673217.00,19673217.00,0.00,0.00,0.00,0.00,0.00,11686443.00,0.00,0.00,11686443.00,33016491.00,0.00,33016491.00,0.00,727399.00,56611413.00,11121773.00,45489640.00,0.00,13627017.00,0.00,0.00,9165771.00,809999.00,1075581.00,2957040.00,37556075.00,573529.00,0.00,36982546.00,2586504.00,19679540.00,16723671.00,1250683.00,1705186.00,0.00,209172490.00,9501343.00,0.00
MAINE,2018.00,77863090.00,5000160.00,7100360.00,65762570.00,146709016.00,30392822.00,30392822.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12456785.00,56360.00,894254.00,11506171.00,3847401.00,12130845.00,11412338.00,718507.00,194183.00,7187021.00,405054.00,4867314.00,2334300.00,10308342.00,223657.00,0.00,8425180.00,6251547.00,0.00,2173633.00,3095385.00,9069229.00,4422514.00,3969735.00,676980.00,0.00,104937518.00,14231823.00,130826189.00
MARYLAND,2018.00,253757445.00,0.00,22834201.00,205507807.00,0.00,111808946.00,111808946.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28246891.00,7496552.00,1034673.00,19715666.00,6149883.00,65524198.00,7336000.00,58188198.00,0.00,152657685.00,0.00,42786157.00,0.00,0.00,98436.00,848621.00,26017335.00,13487222.00,4572148.00,7957965.00,965645.00,42408671.00,16446497.00,20563880.00,5398294.00,0.00,477512468.00,0.00,8569735.00
MASSACHUSETTS,2018.00,508816424.00,91570224.00,45785519.00,320499448.00,0.00,197095710.00,197095710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168495532.00,0.00,164689838.00,3805694.00,699596.00,247157467.00,247157467.00,0.00,0.00,173120286.00,0.00,106279586.00,12598778.00,0.00,9303812.00,0.00,5412212.00,5412212.00,0.00,0.00,0.00,37800226.00,37800226.00,0.00,0.00,0.00,957963205.00,0.00,0.00
MICHIGAN,2018.00,772794194.00,8300000.00,77279419.00,687214775.00,116824429.00,168726265.00,99325503.00,69400762.00,35926619.00,35926619.00,0.00,0.00,268358.00,0.00,0.00,268358.00,4867851.00,1710507.00,3157344.00,0.00,81568959.00,206686039.00,19529091.00,187156948.00,0.00,47087390.00,0.00,65738794.00,18605951.00,324189515.00,0.00,0.00,62271663.00,62271663.00,0.00,0.00,0.00,302039190.00,48828949.00,248798083.00,4412158.00,0.00,1317976594.00,0.00,56129398.00
MINNESOTA,2018.00,259826186.00,38451000.00,4790000.00,216585186.00,59253640.00,85568844.00,85568844.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61433652.00,0.00,886098.00,60547554.00,2523819.00,123446793.00,117746793.00,5700000.00,0.00,144595432.00,8183562.00,24677916.00,0.00,0.00,157133.00,0.00,0.00,0.00,0.00,0.00,10212026.00,54632375.00,54113088.00,0.00,519287.00,4497058.00,519928610.00,0.00,58031309.00
MISSISSIPPI,2018.00,86481245.00,0.00,8648125.00,77833120.00,35006980.00,7283266.00,7283266.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28282094.00,0.00,18345371.00,9936723.00,4868365.00,1715430.00,1715430.00,0.00,0.00,0.00,0.00,0.00,6922321.00,43662.00,42000.00,39888321.00,20757677.00,0.00,0.00,20757677.00,0.00,16345455.00,16121414.00,0.00,224041.00,177.00,126148768.00,0.00,8415640.00
MISSOURI,2018.00,240414527.00,0.00,16315900.00,200019569.00,0.00,35600387.00,35600387.00,0.00,0.00,0.00,0.00,0.00,131817363.00,131817363.00,0.00,0.00,77253265.00,312384.00,61275684.00,15665197.00,3883369.00,48657908.00,48657908.00,0.00,0.00,0.00,0.00,76644403.00,6494807.00,0.00,4515564.00,6461151.00,0.00,0.00,0.00,0.00,0.00,7821500.00,6271066.00,0.00,1550434.00,0.00,399149717.00,0.00,5317646.00
MONTANA,2018.00,37888854.00,7340000.00,2976239.00,27572615.00,23161824.00,25091374.00,25091374.00,0.00,2531556.00,0.00,0.00,2531556.00,2459902.00,2459902.00,0.00,0.00,3931111.00,975915.00,554960.00,2400236.00,1009841.00,2069773.00,2069773.00,0.00,344543.00,0.00,0.00,216068.00,0.00,0.00,33861.00,0.00,0.00,0.00,0.00,0.00,0.00,11415690.00,3693352.00,6727695.00,994643.00,0.00,49103719.00,0.00,15626610.00
NEBRASKA,2018.00,56627234.00,15744585.00,428383.00,40454266.00,67496328.00,26056953.00,26056953.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11926065.00,375092.00,0.00,11550973.00,0.00,6498998.00,6498998.00,0.00,0.00,29442599.00,4391755.00,145575.00,0.00,312965.00,0.00,0.00,4174112.00,4174112.00,0.00,0.00,0.00,5031869.00,4827178.00,0.00,204691.00,0.00,87980891.00,0.00,70399341.00
NEVADA,2018.00,48633333.00,0.00,0.00,43762394.00,23703331.00,38178148.00,38178148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1489068.00,0.00,17350.00,1471718.00,1550653.00,16589878.00,16589878.00,0.00,0.00,0.00,0.00,2721290.00,2955045.00,145267.00,133763.00,0.00,15603871.00,9043127.00,3207919.00,3352825.00,0.00,23767791.00,2768534.00,15604856.00,5394401.00,0.00,103134774.00,0.00,32769013.00
NEW HAMPSHIRE,2018.00,38394141.00,0.00,877935.00,37516206.00,57614485.00,30650858.00,28362064.00,2288794.00,10006399.00,5308679.00,3611964.00,1085756.00,0.00,0.00,0.00,0.00,7688712.00,0.00,132507.00,7556205.00,590880.00,4581872.00,4581872.00,0.00,0.00,0.00,0.00,6043382.00,2136482.00,0.00,2574061.00,3901088.00,0.00,0.00,0.00,0.00,1184013.00,11234199.00,8426490.00,0.00,2807709.00,2856721.00,83448667.00,0.00,55395629.00
NEW JERSEY,2018.00,402701508.00,72000000.00,13107067.00,317594441.00,59107058.00,81594390.00,80011928.00,1582462.00,6840000.00,0.00,0.00,6840000.00,0.00,0.00,0.00,0.00,80723672.00,40279.00,20756534.00,59926859.00,6828834.00,643459668.00,94219290.00,549240378.00,19191.00,348960631.00,0.00,8250538.00,12610579.00,32079502.00,1924516.00,4913009.00,0.00,0.00,0.00,0.00,0.00,51531794.00,49229103.00,0.00,2302691.00,0.00,1279736324.00,10895000.00,11130332.00
NEW MEXICO,2018.00,122154391.00,31277500.00,0.00,78642347.00,91233078.00,55419066.00,55419066.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18901555.00,7755771.00,1503030.00,9642754.00,674848.00,41167881.00,0.00,41167881.00,0.00,0.00,71929002.00,2919126.00,4086980.00,2721200.00,246818.00,6500000.00,869838.00,869838.00,0.00,0.00,5000000.00,4952683.00,4411811.00,0.00,540872.00,0.00,215388997.00,0.00,88702001.00
NEW YORK,2018.00,2705880208.00,475451500.00,178913966.00,1780503465.00,510977467.00,1489959121.00,1489959121.00,0.00,72844341.00,46848779.00,25995562.00,0.00,31992782.00,8467750.00,9018801.00,14506231.00,131513153.00,12528167.00,7121909.00,111863077.00,4267461.00,600965447.00,101995812.00,498969635.00,30916.00,955324670.00,447740300.00,299114653.00,27553062.00,17217018.00,5916.00,223744.00,191871616.00,132150952.00,0.00,59720664.00,3474315.00,459788262.00,407937554.00,42038654.00,9812054.00,0.00,4733886777.00,34090510.00,513327438.00
NORTH CAROLINA,2018.00,333877615.00,71773001.00,12838994.00,215825632.00,41691070.00,36847046.00,36847046.00,0.00,0.00,0.00,0.00,0.00,69078116.00,69078116.00,0.00,0.00,5436777.00,7288.00,1709150.00,3720339.00,2267394.00,265928729.00,145100677.00,120828052.00,0.00,0.00,0.00,5420927.00,463382.00,3568665.00,0.00,189785.00,55213793.00,9090555.00,435395.00,45687843.00,0.00,68194308.00,44377767.00,23382104.00,434437.00,0.00,512608922.00,51128408.00,0.00
NORTH DAKOTA,2018.00,26312690.00,0.00,0.00,26312690.00,9667689.00,3933844.00,3502118.00,431726.00,15826047.00,15826047.00,0.00,0.00,9449364.00,9449364.00,0.00,0.00,3892865.00,0.00,19112.00,3873753.00,871331.00,1073979.00,1073979.00,0.00,0.00,0.00,0.00,19489.00,0.00,0.00,244168.00,0.00,3463997.00,3463997.00,0.00,0.00,0.00,4352138.00,3871257.00,96930.00,383951.00,0.00,43127222.00,1922443.00,0.00
OHIO,2018.00,725565965.00,0.00,64488404.00,661077561.00,492625008.00,236818580.00,236818580.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90063566.00,20225825.00,17630191.00,52207550.00,54990711.00,405937823.00,405937823.00,0.00,0.00,0.00,0.00,54605143.00,7064512.00,2070362.00,65964480.00,4770051.00,11915659.00,5959213.00,0.00,5956446.00,0.00,133603101.00,96865075.00,22665784.00,14072242.00,0.00,1067803988.00,542349898.00,511596.00
OKLAHOMA,2018.00,144792997.00,24000000.00,14479300.00,106313697.00,76283582.00,29493052.00,18709136.00,10783916.00,7608305.00,5337777.00,0.00,2270528.00,0.00,0.00,0.00,0.00,9353853.00,0.00,9179876.00,173977.00,1092852.00,27267778.00,15188464.00,12079314.00,0.00,0.00,0.00,884108.00,1871947.00,1212125.00,0.00,5377783.00,8966171.00,8616171.00,0.00,350000.00,0.00,15002519.00,7742207.00,6379721.00,880591.00,91846.00,108222339.00,134494654.00,0.00
OREGON,2018.00,166039977.00,0.00,0.00,166039977.00,32603596.00,83385085.00,83385085.00,0.00,17344524.00,14587516.00,0.00,2757008.00,0.00,0.00,0.00,0.00,16521066.00,2575733.00,1170684.00,12774649.00,4324967.00,19804994.00,11175091.00,8629903.00,0.00,0.00,3380632.00,29298535.00,8094885.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94280192.00,39927504.00,53237654.00,1115034.00,0.00,276434880.00,0.00,13842944.00
PENNSYLVANIA,2018.00,717124957.00,184160487.00,30977000.00,501987470.00,490348985.00,167238924.00,167238924.00,0.00,0.00,0.00,0.00,0.00,61523605.00,0.00,60383839.00,1139766.00,102954900.00,0.00,1869846.00,101085054.00,5971710.00,470984401.00,293987691.00,176996710.00,0.00,0.00,0.00,13787906.00,0.00,0.00,30757676.00,2525593.00,0.00,0.00,0.00,0.00,10105175.00,73820182.00,63100003.00,0.00,10720179.00,0.00,939670072.00,77422816.00,430726491.00
RHODE ISLAND,2018.00,94708016.00,16946069.00,9343063.00,68418884.00,11144827.00,25472033.00,25472033.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9874195.00,0.00,1263614.00,8610581.00,1921152.00,23420097.00,23420097.00,0.00,0.00,22515504.00,189099.00,24854811.00,0.00,0.00,0.00,0.00,23307528.00,0.00,0.00,23307528.00,0.00,9810571.00,6439748.00,971150.00,2399673.00,0.00,141364990.00,0.00,16804062.00
SOUTH CAROLINA,2018.00,110728055.00,0.00,0.00,99637930.00,0.00,52919369.00,33411262.00,19508107.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33401475.00,0.00,28876306.00,4525169.00,722776.00,30467026.00,4085269.00,26381757.00,0.00,0.00,0.00,0.00,3538125.00,0.00,0.00,3825412.00,5050109.00,0.00,0.00,5050109.00,0.00,32298793.00,15547453.00,13367987.00,3383353.00,2538413.00,164761498.00,0.00,0.00
SOUTH DAKOTA,2018.00,21207402.00,0.00,2120740.00,19086662.00,22497470.00,15093654.00,15093654.00,0.00,8313787.00,4862599.00,0.00,3451188.00,0.00,0.00,0.00,0.00,3516756.00,0.00,0.00,3516756.00,75912.00,802914.00,802914.00,0.00,0.00,0.00,0.00,0.00,131554.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,567992.00,2015507.00,2015507.00,0.00,0.00,0.00,30518076.00,0.00,19606056.00
TENNESSEE,2018.00,190891768.00,0.00,0.00,190891768.00,400809705.00,18416847.00,18416847.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7592026.00,0.00,0.00,7592026.00,120127.00,85989536.00,0.00,85989536.00,0.00,0.00,0.00,0.00,66475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26241166.00,25943956.00,0.00,297210.00,0.00,138426177.00,0.00,570718889.00
TEXAS,2018.00,538595947.00,0.00,31267821.00,453384284.00,254578203.00,53169997.00,52003768.00,1166229.00,46249949.00,46249949.00,0.00,0.00,194175136.00,194175136.00,0.00,0.00,84856431.00,3334177.00,6663975.00,74858279.00,3185623.00,340550245.00,0.00,340550245.00,0.00,0.00,0.00,3801921.00,0.00,0.00,6893981.00,14787750.00,0.00,0.00,0.00,0.00,6276635.00,77212639.00,62869594.00,0.00,14343045.00,0.00,831160307.00,204924154.00,123458777.00
UTAH,2018.00,75355939.00,15071187.00,7535000.00,52749752.00,79193254.00,18920011.00,18920011.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22688834.00,493038.00,965741.00,21230055.00,64316.00,16147821.00,8380491.00,7767330.00,1291155.00,0.00,0.00,2962906.00,7425740.00,5959530.00,210933.00,1233415.00,3750494.00,1956433.00,0.00,1794061.00,1297774.00,14302344.00,13087811.00,490993.00,723540.00,0.00,96255273.00,0.00,60575439.00
VERMONT,2018.00,47196916.00,9224074.00,4719691.00,33253151.00,0.00,14147720.00,14147720.00,0.00,0.00,0.00,0.00,0.00,5769739.00,5769739.00,0.00,0.00,1988690.00,0.00,11938.00,1976752.00,1994131.00,20625260.00,20625260.00,0.00,0.00,18311655.00,0.00,1317249.00,0.00,2481214.00,93750.00,0.00,0.00,0.00,0.00,0.00,0.00,12669126.00,4908898.00,6636650.00,1123578.00,0.00,79398534.00,0.00,0.00
VIRGINIA,2018.00,157762831.00,15357212.00,15776283.00,126629336.00,129978254.00,67732679.00,67732679.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39856041.00,6870.00,414103.00,39435068.00,6882454.00,26036849.00,21653939.00,4382910.00,0.00,0.00,0.00,4727247.00,3872408.00,1052259.00,0.00,44275409.00,8159635.00,0.00,0.00,8159635.00,691805.00,40268417.00,36262782.00,0.00,4005635.00,4260987.00,247816190.00,6944985.00,133929604.00
WASHINGTON,2018.00,421248972.00,106816849.00,5675000.00,266566336.00,65087729.00,135806978.00,135806978.00,0.00,0.00,0.00,0.00,0.00,8819663.00,0.00,0.00,8819663.00,101516667.00,15190019.00,60421340.00,25905308.00,0.00,159728817.00,120278320.00,39450497.00,0.00,0.00,0.00,49245018.00,3296369.00,0.00,239313626.00,0.00,0.00,0.00,0.00,0.00,258179.00,122470160.00,79493437.00,0.00,42976723.00,125798286.00,946253763.00,0.00,48355130.00
WEST VIRGINIA,2018.00,109812728.00,0.00,10981272.00,98831456.00,57375951.00,26205913.00,26205913.00,0.00,23003720.00,22113263.00,0.00,890457.00,0.00,0.00,0.00,0.00,473496.00,0.00,0.00,473496.00,12777544.00,16242413.00,16242413.00,0.00,0.00,0.00,0.00,11858728.00,1558145.00,0.00,0.00,0.00,9643533.00,4047335.00,0.00,5596198.00,0.00,14328953.00,14056651.00,0.00,272302.00,0.00,116092445.00,0.00,74561406.00
