state,fiscal_year,funds_awarded,ccdf_discretionary,ssbg_block_grant,adjusted_award,carryover,basic_assistance,basic_assistance_no_subsidies,basic_assistance_subsidies,other_assistance,other_assistance_foster,other_assistance_juvenile_justice,other_assistance_emergency,non_assistance,non_assistance_welfare_foster,non_assistance_juvenile_justice,non_assistance_emergency,work_ed,work_ed_subsidized_emp,work_ed_training,work_ed_other,work_supports,early_ed,early_ed_childcare,early_ed_prek,financial_ed,eitc_refundable,non_eitc_refundable,short_term_benefits,support__services,children_youth_services,pregnancy_prevention,fatherhood_programs,child_welfare,child_welfare_family,child_welfare_adoption,child_welfare_other,home_visiting,program_mgmt,program_mgmt_admin,program_mgmt_assessment,program_mgmt_systems,other,total_expenditures,fed_unliquidated,unobligated_balance
OHIO,2017,725565965,0,64488404,661077561,440036135,246988624,246013770,974854,0,0,0,0,0,0,0,0,87007936,31077240,16314726,39615970,38703370,424009055,424009055,0,0,0,0,53851653,6160531,2066440,56558876,3418688,11098557,6928240,0,4170317,0,137385813,100489522,19513114,17383177,0,1067249543,463182107,29442901
OKLAHOMA,2017,144792997,22467407,14479300,107846290,45587882,42603194,20426325,22176869,8773765,5987954,0,2785811,0,0,0,0,10775516,0,10575321,200195,1403832,38280151,26200837,12079314,0,0,0,749775,1094571,1080000,0,5664115,10011016,9661016,0,350000,0,16686572,10154255,5412248,1120069,147797,137270304,76283582,0
OREGON,2017,183898649,0,0,166244478,51402618,89262973,89262973,0,15632917,12811343,0,2821574,0,0,0,0,16558457,3128885,675236,12754336,4310407,24912252,12911144,12001108,0,0,1466548,29308375,11289590,0,0,0,0,0,0,0,0,111239938,39235241,72004697,0,0,303981457,0,50257767
PENNSYLVANIA,2017,717124957,184142000,30977000,502005957,497340473,186912137,186912137,0,0,0,0,0,81730801,0,80574554,1156247,98385280,0,2487496,95897784,5930846,459443805,304766928,154676877,0,0,0,14302817,0,0,39155789,2234641,0,0,0,0,10917266,79850014,68308805,0,11541209,0,978863396,63347389,427001596
RHODE ISLAND,2017,92885548,16712975,6423698,69748875,7055364,24434987,24434987,0,0,0,0,0,0,0,0,0,10868966,0,1179897,9689069,1946155,25766363,24966363,800000,0,19128523,0,26236901,0,455066,0,0,27334161,0,0,27334161,0,6780243,2390299,1346096,3043848,0,142951365,0,11144827
SOUTH CAROLINA,2017,110218646,0,0,99637930,0,38231245,22217210,16014035,0,0,0,0,0,0,0,0,14781529,0,9738626,5042903,762691,30879670,4085268,26794402,0,0,0,0,3619770,0,0,2536458,0,0,0,0,0,47864779,19955035,22881629,5028115,24209408,162885550,0,0
SOUTH DAKOTA,2017,21207402,0,2120740,19086662,22003613,13813387,13813387,0,5132124,1957915,0,3174209,0,0,0,0,3866388,0,0,3866388,71956,802914,802914,0,0,0,0,0,257439,0,0,0,0,0,0,0,607327,2581270,2581270,0,0,0,27132805,0,22497470
TENNESSEE,2017,190891768,0,0,190891768,386564248,61543754,61543754,0,0,0,0,0,0,0,0,0,17335633,0,0,17335633,1128868,80643594,18975782,61667812,0,0,0,0,247903,0,0,0,0,0,0,0,0,22303048,21048425,0,1254623,0,183202800,0,510792499
TEXAS,2017,536118118,0,34964711,449687394,193237138,50837006,50837006,0,82499486,82499486,0,0,216563052,187782122,0,28780930,82283531,3000366,6755150,72528015,3149360,342673572,0,342673572,0,0,0,3385376,0,0,6252470,9512117,0,0,0,0,6087760,65851002,46853480,0,18997522,0,869094732,215549203,9506845
UTAH,2017,75355939,15071187,7530000,52754752,108392969,25289265,25289265,0,0,0,0,0,0,0,0,0,26555412,644639,1505355,24405418,174385,11868320,6366880,5501440,1544188,0,0,4418609,8121596,10308882,645407,3286485,3675874,2337739,0,1338135,1590755,9362995,8240546,500136,622313,0,106842173,0,79193254
VERMONT,2017,47196916,9224074,4719691,33253151,0,15230363,15230363,0,0,0,0,0,5508063,5508063,0,0,2695859,0,18180,2677679,1456877,21771577,21771577,0,0,19012801,0,1359600,0,2076735,0,0,0,0,0,0,0,14219931,5535842,7589166,1094923,0,83331806,0,0
VIRGINIA,2017,157762831,10936848,15776283,131049700,103301624,68485374,68485374,0,0,0,0,0,0,0,0,0,38944058,13510,278159,38652389,6719503,21621533,21621533,0,0,371450,0,5269021,0,0,0,43042046,0,0,0,0,0,31386747,24065221,0,7321526,19346749,235186481,7993633,121984621
WASHINGTON,2017,419327445,102258128,5675000,271131889,51790876,143608024,143608024,0,0,0,0,0,8227492,0,0,8227492,145003852,16930211,64956926,63116715,0,180952801,119828021,61124780,0,0,0,48503969,3810142,0,186808948,0,0,0,0,0,798921,88021168,79092631,0,8928537,118288721,924024038,0,65087729
WEST VIRGINIA,2017,109812728,0,10981273,98831455,52544998,26752748,26752748,0,20731822,19388995,0,1342827,0,0,0,0,461461,0,0,461461,14492257,15321392,15321392,0,0,0,0,18241051,1168632,1455,0,0,16266602,7437679,0,8828923,0,15009526,13028341,0,1981185,0,128446946,0,57375951
WISCONSIN,2017,346069120,62569196,14653500,235623284,138297850,85910500,85910500,0,0,0,0,0,0,0,0,0,27486451,2956036,1332469,23197946,1007701,145692570,145692570,0,0,69700000,0,38553002,18292426,82048995,1164790,2810338,4484423,4484423,0,0,812085,25934528,19781407,1747971,4405150,322680,504220489,167110741,33223140
WYOMING,2017,18428651,0,0,18428651,23952122,6706124,6706124,0,0,0,0,0,0,0,0,0,3507597,0,3442380,65217,0,2569456,1553707,1015749,0,0,0,3399126,900570,0,0,0,0,0,0,0,693878,6834217,4353127,353595,2127495,3003788,27614756,2600661,22757559
U.S. TOTAL,2016,16877279396,1403448661,1143016120,13747814615,3696551195,3698513083,3518128796,180384287,580178320,294238627,21992983,263946710,550619954,398102138,54300741,98217075,2319776984,133148338,927045649,1259582997,422041379,1388906288,1295892101,93014187,1731527,191224218,0,306776089,227647931,216819388,136431511,98971798,1026881055,525676244,14973746,486231065,46384368,2062619253,1106350100,787949805,168319348,78526323,13354049469,1661505636,3011810705
ALABAMA,2016,102479587,18663041,9331520,65320646,53083693,25672715,25672715,0,0,0,0,0,0,0,0,0,2811764,769798,630234,1411732,1009743,0,0,0,0,0,0,7564333,654573,1144224,968027,2293450,98584,98584,0,0,899890,12514663,4016606,8019858,478199,0,55631966,11250000,60686753
ALASKA,2016,44607376,8921475,4460738,31225163,57417223,10825868,10825868,0,0,0,0,0,0,0,0,0,6956595,7180,32723,6916692,578171,7303852,7303852,0,0,0,0,0,0,0,230939,0,0,0,0,0,0,9203095,8596598,398294,208203,0,35098520,0,53543866
ARIZONA,2016,219796941,0,20014130,180127169,4834012,44727521,20227039,24500482,5024840,5024840,0,0,39406910,39406910,0,0,475817,29476,200007,246334,11048681,2717800,2717800,0,0,0,0,8196228,9690790,0,0,0,44830868,44160287,0,670581,0,31756712,14133552,12336072,5287088,14,197876181,0,6740642
ARKANSAS,2016,62304527,0,0,56732858,44283924,7039380,7039380,0,0,0,0,0,4997751,0,0,4997751,15459789,21242,3532986,11905561,1037689,7997820,7997820,0,292378,0,0,0,0,0,1096915,2685549,0,0,0,0,0,13851954,11058792,0,2793162,0,54459225,34607929,17521297
CALIFORNIA,2016,3651628884,0,361919546,3289709338,175108742,658930955,644905842,14025113,244156410,0,0,244156410,0,0,0,0,1275741353,26396613,650211018,599133722,246589689,112604259,112604259,0,0,0,0,264669,40855713,0,11083697,0,0,0,0,0,0,519096416,264310008,212022935,42763473,0,3109323161,355494919,0
COLORADO,2016,149418660,4615733,331397,131109560,78909172,66523404,66523404,0,0,0,0,0,0,0,0,0,8346418,85368,3950824,4310226,6197928,720277,704828,15449,1315,0,0,2993695,1870923,264483,435958,102551,120698,110688,0,10010,242727,47770484,12505751,29472202,5792531,0,135590861,0,87789841
CONNECTICUT,2016,266788107,0,23898520,242889587,0,16672109,16672109,0,0,0,0,0,17778981,0,0,17778981,0,0,0,0,0,0,0,0,0,0,0,0,6933258,0,66024718,17156667,56825733,56825733,0,0,0,61498121,12513083,48985038,0,0,242889587,0,0
DELAWARE,2016,35462240,0,0,32290981,9906318,336286,336286,0,0,0,0,0,0,0,0,0,3991744,2385127,1606617,0,0,24442307,24442307,0,0,0,0,2544277,0,0,0,0,0,0,0,0,0,5396805,4172948,661931,561926,0,36711419,267249,8389890
DIST.OF COLUMBIA,2016,101704917,0,3935917,88673898,89998782,55510054,55510054,0,0,0,0,0,0,0,0,0,15059947,0,986888,14073059,0,36947695,36947695,0,0,0,0,0,325000,0,1421787,0,0,0,0,0,1537103,9887309,5849189,2458914,1579206,0,120688895,0,67078887
FLORIDA,2016,562340120,110662021,56234011,395444088,85567769,37270568,24431549,12839019,0,0,0,0,0,0,0,0,45918308,567174,5213080,40138054,4712247,110225824,110225824,0,0,0,0,953259,22508558,0,379213,0,168253789,9192695,584755,158476339,0,35619143,33516456,0,2102687,0,425840909,0,55170948
GEORGIA,2016,330741739,0,5881073,324860666,42100993,67272755,37765018,29507737,14408601,14408601,0,0,0,0,0,0,11922536,7573186,304,4349046,4357292,0,0,0,0,0,0,105518,22232548,17068875,1057934,64871,161019507,142597440,13953280,4468787,0,16753432,10312557,5030968,1409907,0,316263869,37937517,12760273
HAWAII,2016,108618111,0,9890000,89014788,134503562,21067763,21067763,0,0,0,0,0,0,0,0,0,1055939,0,62287,993652,1344331,0,0,0,0,0,0,245465,684875,933091,2753437,66685,4943966,1381508,0,3562458,0,13927006,7263623,3922271,2741112,0,47022558,7595696,178613419
IDAHO,2016,30412562,7831234,1292534,21288794,30441563,2916424,2916424,0,0,0,0,0,10450969,0,0,10450969,1098654,467140,49346,582168,34931,5034614,4000000,1034614,0,0,0,1402157,0,0,385778,0,779,779,0,0,0,4509773,3573045,0,936728,0,25834079,0,25896278
ILLINOIS,2016,585056960,0,1200000,583856960,0,49315165,49315165,0,0,0,0,0,0,0,0,0,18054722,0,10827906,7226816,2619315,108009059,108009059,0,377984,60022169,0,564492,0,0,2350644,0,225358944,4456405,0,220902539,0,69781370,0,69667198,114172,0,536453864,0,47403096
INDIANA,2016,206799109,62039733,0,144759376,329161219,14373849,14373849,0,0,0,0,0,0,0,0,0,8007795,0,8007795,0,104375,26165068,26165068,0,0,0,0,0,0,7985388,5010948,43351,17596052,17596052,0,0,20810789,25657915,17070580,0,8587335,781299,126536829,95362650,252021116
IOWA,2016,131019431,26328097,12962008,91729326,22153559,4882159,4882159,0,0,0,0,0,0,0,0,0,5655337,0,0,5655337,402698,13524318,13524318,0,0,0,0,250677,0,4921116,1535574,12154,50229077,48054520,0,2174557,0,8489311,5348786,2609355,531170,0,89902421,17146215,6834249
KANSAS,2016,101901833,0,10190183,91711650,60077086,16403189,16403189,0,16317833,16317833,0,0,3406308,3406308,0,0,2143327,0,493441,1649886,2230422,0,0,0,0,0,0,0,2806969,13996246,0,1018090,4044988,4044988,0,0,329700,15411094,7096531,3878431,4436132,0,78108166,73387976,292594
KENTUCKY,2016,181287669,0,0,181287669,30228103,80304372,61269794,19034578,0,0,0,0,0,0,0,0,27679242,7881581,281913,19515748,0,14340339,14340339,0,0,0,0,0,11602633,0,0,0,0,0,0,0,0,11630996,10468619,0,1162377,0,145557582,0,65958190
LOUISIANA,2016,163971985,0,16397198,147574787,12949954,19095016,19095016,0,0,0,0,0,12322441,0,0,12322441,2575616,0,2575616,0,1257779,64196860,0,64196860,0,0,0,0,7410449,810000,1172778,0,29683806,699637,0,28984169,2546853,19453143,17708449,1283467,461227,0,160524741,0,0
MAINE,2016,78120889,0,6222231,71898658,92013296,12095887,9279373,2816514,0,0,0,0,0,0,0,0,1110253,0,116554,993699,2102904,7871508,4964254,2907254,0,0,0,495477,6014596,0,733652,103903,3200985,1810245,0,1390740,934454,10045753,3716314,4953022,1376417,0,44709372,8403300,110799282
MARYLAND,2016,251597483,0,22909803,206188229,0,111249881,111249881,0,0,0,0,0,0,0,0,0,30714255,6554680,1297631,22861944,6217825,6753913,6753913,0,0,0,0,1626785,0,0,247872,1845907,28647978,20487571,0,8160407,1086765,40296499,16316297,19604354,4375848,0,228687680,0,0
MASSACHUSETTS,2016,504485414,91874223,45937112,321559781,0,10053286,10053286,0,0,0,0,0,0,0,0,0,155747400,0,155747400,0,0,200873393,196762613,4110780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366674079,0,0
MICHIGAN,2016,775352858,0,77535286,697817572,57432623,111795186,59073611,52721575,47942311,47942311,0,0,235082,0,0,235082,3306280,197661,3108619,0,48531240,0,0,0,0,0,0,17146076,12626023,134971442,0,0,35835494,35835494,0,0,0,250754019,43078773,204048302,3626944,0,663143153,0,92107042
MINNESOTA,2016,261481769,48000000,4719032,208762737,83100594,72030079,72030079,0,0,0,0,0,0,0,0,0,48838183,0,805225,48032958,2749028,0,0,0,0,25289000,0,26633513,0,0,1118569,0,0,0,0,0,5371040,29319965,29215503,0,104462,4323294,215672671,0,76190660
MISSISSIPPI,2016,86767578,17353516,8676757,60737305,35780086,6627606,6627606,0,0,0,0,0,0,0,0,0,5123249,0,0,5123249,5837054,1000000,1000000,0,0,0,0,0,3925383,4312145,1653,1945345,16067509,0,0,16067509,0,5004825,2734604,0,2270221,0,49844769,0,46672622
MISSOURI,2016,217051740,0,21701176,195350564,16416284,29380589,29380589,0,0,0,0,0,105621520,89488723,0,16132797,15500537,3278711,1472663,10749163,0,30143161,30143161,0,0,0,0,0,523465,0,0,670322,0,0,0,0,0,1812812,1812812,0,0,27830955,211483361,283487,0
MONTANA,2016,38039116,8700000,2575839,26763277,42917089,18942884,18942884,0,2320592,0,0,2320592,2022386,2022386,0,0,2753447,1767175,985518,754,4600,436056,436056,0,417525,0,0,58447,0,954003,289378,0,141140,141140,0,0,0,3835772,3004272,0,831500,0,32176230,0,37504136
NEBRASKA,2016,56833778,17000000,0,39833778,59981915,15393338,15393338,0,0,0,0,0,0,0,0,0,13534623,490212,0,13044411,0,0,0,0,0,0,0,0,0,0,0,0,3549135,3549135,0,0,0,5092395,4869967,0,222428,0,37569491,0,62246202
NEVADA,2016,48219623,0,0,43907517,6361484,16739364,16739364,0,0,0,0,0,0,0,0,0,54335,0,38235,16100,1320019,0,0,0,0,0,0,0,714989,0,120863,0,0,0,0,0,0,8833309,3709706,0,5123603,11613483,39396362,0,15184745
NEW HAMPSHIRE,2016,38521261,4200000,936937,33384324,44539464,3707719,3470707,237012,1415517,484266,587979,343272,0,0,0,0,1674871,0,32858,1642013,138908,0,0,0,0,0,0,89859,5292,0,28705,135416,0,0,0,0,87637,1038641,1038641,0,0,0,8322565,0,69601223
NEW JERSEY,2016,404034823,76000000,16938000,311096823,14229974,121620405,120092011,1528394,6840000,0,0,6840000,0,0,0,0,45105271,108798,12956002,32040471,7574058,0,0,0,15095,18393000,0,3183931,5948448,12900982,1927411,5918031,0,0,0,0,0,36223317,34663948,0,1559369,0,265649949,14676848,45000000
NEW MEXICO,2016,121316787,30527500,0,79929543,93551103,46988012,46988012,0,0,0,0,0,0,0,0,0,13313464,4673085,0,8640379,569224,17100000,0,17100000,0,0,0,0,1303554,0,0,0,834160,818342,0,15818,4500000,7805022,6855010,0,950012,0,92413436,91878264,48690
NEW YORK,2016,2682847954,377075500,180466610,1885388492,170031629,1109758748,1109758748,0,86890304,65485300,21405004,0,43195634,13923758,8922595,20349281,121396338,13134920,7409667,100851751,5373798,0,0,0,45576,0,0,174140745,38525323,3864975,50362,200646,144044509,118049410,0,25995099,1148219,257912744,202396109,55516635,0,0,1986547921,163648838,145140714
NORTH CAROLINA,2016,331038598,56720282,5727105,238987631,15981984,45902300,45902300,0,0,0,0,0,63426478,63426478,0,0,894594,82,360218,534294,237356,90139101,90139101,0,0,0,0,668201,220678,3748077,0,125077,5501495,5065784,435711,0,147,20043459,17211024,2628744,203691,0,230906963,33762450,19903782
NORTH DAKOTA,2016,26399809,0,0,26399809,10973387,2004946,1712377,292569,17730023,17730023,0,0,3999987,3999987,0,0,46386,0,19434,26952,832454,2733,2733,0,0,0,0,17272,0,0,221933,0,1947258,1947258,0,0,0,4060225,3625360,22390,412475,0,30863217,0,6509979
OHIO,2016,727968260,0,60000000,667968260,364484835,140256740,140256740,0,0,0,0,0,0,0,0,0,82191816,40180468,11209859,30801489,27960376,244357788,244357788,0,-19,639,0,19384524,6930267,2689361,1895161,1940106,5384445,2052598,0,3331847,0,88868657,60753360,15127069,12988228,0,621859861,398390195,12203039
OKLAHOMA,2016,145281442,29056288,14528144,101697010,52448280,17724926,10825459,6899467,12571845,8539797,0,4032048,0,0,0,0,5340301,0,5223052,117249,1024242,42427022,42427022,0,0,0,0,368065,2402630,536437,0,10360322,4775597,4618209,0,157388,0,10901033,7048702,2908356,943975,124988,108557408,45587882,0
OREGON,2016,183179726,0,0,166798629,22080165,54601226,54601226,0,12941419,10986508,0,1954911,0,0,0,0,10023892,802071,439858,8781963,1854811,3362938,3362938,0,0,0,0,0,7000803,0,0,0,0,0,0,0,0,64072184,17655646,46341663,74875,0,153857273,51402618,0
PENNSYLVANIA,2016,719499305,183142000,30977000,505380305,481379074,223123444,223123444,0,0,0,0,0,46035215,0,45378146,657069,89515712,0,2323533,87192179,6959464,25449450,25449450,0,0,0,0,12689272,0,154384,26252994,1907700,0,0,0,0,0,57331271,48277644,0,9053627,0,489418906,64035093,433305380
RHODE ISLAND,2016,95021587,13242106,8280235,73499246,11466011,22548095,22548095,0,0,0,0,0,0,0,0,0,9762961,0,0,9762961,1717657,15775138,15775138,0,0,0,0,0,0,0,0,0,11557953,0,0,11557953,0,15964413,12688769,939239,2336405,583676,77909893,0,7055364
SOUTH CAROLINA,2016,109785546,0,0,99967824,24466338,40736539,24754712,15981827,0,0,0,0,0,0,0,0,19920368,0,13720070,6200298,856555,0,0,0,0,0,0,0,3736330,0,0,3462819,0,0,0,0,0,51422001,16250358,31152440,4019203,14117272,134251884,0,0
SOUTH DAKOTA,2016,21279651,0,2127965,19151686,20461806,7821153,7821153,0,4236174,1371496,0,2864678,0,0,0,0,2619173,0,0,2619173,41652,0,0,0,0,0,0,0,328601,0,0,0,0,0,0,0,579830,1983296,1983296,0,0,0,17609879,0,22003613
TENNESSEE,2016,210333124,15778,0,191508019,242828263,49969096,49969096,0,0,0,0,0,0,0,0,0,2317622,0,0,2317622,995795,68528,68528,0,0,0,0,0,215605,0,0,0,0,0,0,0,0,12789360,11707589,0,1081771,0,66356006,0,386789603
TEXAS,2016,534011457,0,34561464,451695288,93477305,5554816,5554816,0,88390695,88390695,0,0,177877777,177877777,0,0,77599415,2861327,4068025,70670063,3310103,0,0,0,0,0,0,3614774,0,0,7042272,9658067,0,0,0,0,4939142,48741192,35034564,0,13706628,11249684,437977937,154949361,0
UTAH,2016,75609475,15121895,7560000,52927580,120855274,17850320,17850320,0,0,0,0,0,0,0,0,0,25209129,320004,1506018,23383107,74733,1261618,280466,981152,581673,0,0,1387452,2955971,4839697,592339,2217285,1485375,1180511,0,304864,299290,6635003,5548741,329056,757206,0,65389885,0,108392969
VERMONT,2016,47353181,9224074,4735318,33393789,0,1228375,1228375,0,0,0,0,0,4549811,4549811,0,0,92901,0,0,92901,40466,745863,745863,0,0,19733685,0,832362,0,0,0,0,0,0,0,0,0,6170326,3115408,2855282,199636,0,33393789,0,0
VIRGINIA,2016,158285172,16840686,15825500,125618986,78193940,33944727,33944727,0,0,0,0,0,0,0,0,0,13305466,24346,156424,13124696,224479,110580,110580,0,0,185725,0,3116283,0,0,0,35037484,0,0,0,0,0,8168656,5292833,0,2875823,6417902,100511302,444161,102857463
WASHINGTON,2016,417821032,108460335,5675000,266315782,45853103,139349304,139349304,0,0,0,0,0,15292704,0,0,15292704,65256162,12570913,12695153,39990096,0,36805814,36805814,0,0,0,0,300000,3865304,0,0,0,0,0,0,0,0,36878636,32028361,0,4850275,0,297747924,0,51790876
WEST VIRGINIA,2016,110176310,0,11017631,99158679,22354188,1434647,1434647,0,18991756,17556957,0,1434799,0,0,0,0,422435,0,0,422435,11906681,10109935,10109935,0,0,0,0,13686723,1558121,0,0,0,0,0,0,0,0,10857571,8426278,0,2431293,0,68967869,0,52544998
WISCONSIN,2016,344723360,61833144,15443200,236619658,83417313,8151738,8151738,0,0,0,0,0,0,0,0,0,1609883,0,169294,1440589,60606,117213579,117213579,0,0,67600000,0,600000,391945,724462,0,0,901231,901231,0,0,0,14865792,10031545,776319,4057928,447243,212566479,0,138297850
WYOMING,2016,18500530,0,0,18500530,28748714,788155,788155,0,0,0,0,0,0,0,0,0,2521359,0,2521354,5,0,2668078,0,2668078,0,0,0,1651558,878314,0,0,0,0,0,0,0,1070782,12682363,6743493,0,5938870,1036513,23297122,992988,22959134
U.S. TOTAL,2015,16982643588,1251209372,1125205136,13920749248,3428085863,4273006781,4105466768,167540013,673865094,357387339,50184304,266293451,654434734,410343831,64859342,179231561,2129207799,155900616,734480508,1238826675,420499695,1305882561,1253443722,52438839,1544074,166587560,0,319027445,227995481,226206406,129317099,88017124,1016785664,545042188,12982617,458760859,21662270,2119618203,1155524828,760089396,204003979,188992662,13962650652,1446369454,2625294837
ALABAMA,2015,103710675,0,9331520,83983687,29562828,31558999,31558999,0,0,0,0,0,0,0,0,0,2366867,0,660999,1705868,1307100,0,0,0,0,0,0,4277022,734373,1323115,962258,266665,10335083,10335083,0,0,957289,16769519,6522225,9816198,431096,0,70858290,11250000,41833693
ALASKA,2015,44607376,8921475,4460737,31225164,62437185,11178768,11178768,0,0,0,0,0,0,0,0,0,9949196,11436,222756,9715004,965318,9682969,9682969,0,0,0,0,16250,0,0,374835,0,0,0,0,0,0,4077790,2281011,1522619,274160,0,36245126,0,57417223
ARIZONA,2015,222437375,0,20014129,180127170,18035637,52908451,29928958,22979493,5233017,5018576,0,214441,26660528,26660528,0,0,406761,18088,146582,242091,8241848,2717800,2717800,0,0,0,0,15375125,6964012,0,0,0,44699274,44904817,0,-205543,0,46887952,15730406,25901889,5255657,5530103,215624871,0,4834012
ARKANSAS,2015,63052990,0,0,56732858,34540903,9212268,9014286,197982,0,0,0,0,7215255,0,0,7215255,15905139,37598,3667300,12200241,1308771,385277,385277,0,369424,0,0,0,0,0,950000,2251199,0,0,0,0,0,15712636,12518281,0,3194355,0,53309969,33432731,10851193
CALIFORNIA,2015,3653771968,0,365119521,3288652447,134992001,1017637383,1014904759,2732624,242157000,0,0,242157000,0,0,0,0,1014168682,31073150,443156740,539938792,245732278,122311636,122311636,0,0,0,0,165756,38512610,0,8555788,0,0,0,0,0,0,559294573,323289986,189048610,46955977,0,3248535706,175108742,0
COLORADO,2015,151213631,773392,0,135283298,61803605,68964811,68964811,0,0,0,0,0,0,0,0,0,8788383,120523,4286052,4381808,7094372,364971,341509,23462,6799,0,0,2982810,1829768,400258,674210,121129,105942,91937,0,14005,254439,41746780,10546610,27676200,3523970,0,133334672,0,78909172
CONNECTICUT,2015,266788107,0,26678810,240109297,0,22752509,22752509,0,0,0,0,0,12963926,0,0,12963926,0,0,0,0,1770069,0,0,0,0,0,0,0,6979024,0,64406850,19686030,55228981,55228981,0,0,0,56321907,11293774,45028133,0,0,240109296,0,1
DELAWARE,2015,35888252,0,0,32290981,7217838,637864,637864,0,0,0,0,0,0,0,0,0,3864351,2237192,1627159,0,0,17998690,17998690,0,0,0,0,1743874,750002,0,0,0,0,0,0,0,0,8205002,3846110,2549966,1808926,0,33199783,375566,9530741
DIST.OF COLUMBIA,2015,102926698,0,3935917,88673898,82157344,36290185,36290185,0,0,0,0,0,0,0,0,0,5926389,0,1463459,4462930,0,36947695,36947695,0,0,0,0,0,407206,0,1395105,0,0,0,0,0,1162925,9019838,4120649,2718549,2180640,0,91149343,0,89998782
FLORIDA,2015,562340120,82996516,42175507,437168097,34797439,43648558,28687801,14960757,0,0,0,0,0,0,0,0,47357786,384588,4315189,42658009,3424025,89719005,89719005,0,0,0,0,836210,18837188,0,735043,0,117252200,6251911,1071212,109929077,0,62764884,35593246,0,27171638,1822868,386397767,43843760,41724009
GEORGIA,2015,330741739,0,6723084,324018655,77349604,69231994,39934206,29297788,23971190,23971190,0,0,528536,528536,0,0,10310682,5434382,807274,4069026,3621342,0,0,0,0,0,0,73720,22770713,17992306,740095,746933,184624842,169224851,11464746,3935245,0,24431286,12981419,7004901,4444966,223627,359267266,32078204,10022789
HAWAII,2015,109922947,0,9890000,89014788,90485097,34208575,34208575,0,0,0,0,0,0,0,0,0,680040,0,69196,610844,1689541,0,0,0,0,0,0,347191,432998,592037,2692641,80620,2024668,328847,0,1695821,0,13266171,6963208,4483736,1819227,0,56014482,8555471,125948091
IDAHO,2015,30412562,7831234,323133,22258195,30264204,3851708,3851708,0,0,0,0,0,8958569,0,0,8958569,1006268,232881,53307,720080,0,2326569,1171018,1155551,0,0,0,1318778,431624,0,399111,0,12504,12504,0,0,0,3775705,2942888,0,832817,0,22080836,0,30441563
ILLINOIS,2015,585056960,0,1200000,583856960,14356736,63498813,63498813,0,0,0,0,0,0,0,0,0,20901724,0,11993049,8908675,3597980,151574773,151574773,0,377984,42607948,0,564492,0,6151218,858209,0,232845603,4759794,0,228085809,0,75234952,0,72742850,2492102,0,598213696,0,0
INDIANA,2015,206799108,62039732,0,144759376,303748944,19029824,19029824,0,0,0,0,0,0,0,0,0,12482866,0,12369451,113415,30345,23193982,23193982,0,0,0,0,0,0,497908,2356733,0,0,0,0,0,0,23669810,19589146,0,4080664,38085634,119347102,323911218,5250000
IOWA,2015,131028542,26332712,12962008,91733822,23987347,3322944,3322944,0,0,0,0,0,0,0,0,0,7793286,0,0,7793286,419010,14726705,14726705,0,0,0,0,203485,0,5354874,1761466,21761,51987121,49352589,0,2634532,0,7976958,4569249,3031828,375881,0,93567610,20353541,1800018
KANSAS,2015,101931061,7500078,10193106,84237877,52624636,19610167,19610167,0,15857003,15857003,0,0,3196502,3196502,0,0,3358067,0,724996,2633071,1632024,0,0,0,0,0,0,997,2683704,12930635,0,963059,4212351,4212351,0,0,0,12633512,7049469,3591933,1992110,0,77078021,980785,58803707
KENTUCKY,2015,181287668,0,0,181287668,1747811,76083387,54049539,22033848,0,0,0,0,0,0,0,0,29070739,7452326,303981,21314432,0,19047666,19047666,0,0,0,0,0,15382793,0,0,0,0,0,0,0,0,13222792,12202728,0,1020064,0,152807377,0,30228102
LOUISIANA,2015,163971985,0,16397198,147574787,0,18826852,18826852,0,0,0,0,0,11126431,0,0,11126431,2814331,0,2814331,0,988235,39718097,0,39718097,0,0,0,0,8672942,900000,1197060,0,30547038,894432,0,29652606,2158108,17675739,15566221,1375648,733870,0,134624833,12949954,0
MAINE,2015,78120889,0,0,78120889,58817282,14142246,11271617,2870629,0,0,0,0,0,0,0,0,2517665,0,184581,2333084,3257904,10503826,6553738,3950088,0,0,0,615338,2711984,0,422240,0,1236659,0,0,1236659,0,9517013,3876755,4219757,1420501,0,44924875,0,92013296
MARYLAND,2015,254619936,0,22909803,206188229,0,102256597,102256597,0,0,0,0,0,0,0,0,0,32919537,7118883,912529,24888125,5237614,2130010,2130010,0,0,0,0,5696767,0,0,0,1361412,30214952,23883738,0,6331214,934052,50959192,24287038,19799971,6872183,0,231710133,0,0
MASSACHUSETTS,2015,510545831,91874224,45937110,321559782,0,10500000,10500000,0,0,0,0,0,0,0,0,0,166316353,0,166316353,0,0,195918144,195057477,860667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372734497,0,0
MICHIGAN,2015,775352858,2017045,77535285,695800528,38917102,123029169,69789099,53240070,51168506,51168506,0,0,275779,0,0,275779,4143779,377744,3766035,0,48982583,36,36,0,0,0,0,19091868,17388274,144933962,0,24023,35775588,35775588,0,0,0,232471440,40065566,187894958,4510916,0,677285007,0,57432623
