state,fiscal_year,funds_awarded,ccdf_discretionary,ssbg_block_grant,adjusted_award,carryover,basic_assistance,basic_assistance_no_subsidies,basic_assistance_subsidies,other_assistance,other_assistance_foster,other_assistance_juvenile_justice,other_assistance_emergency,non_assistance,non_assistance_welfare_foster,non_assistance_juvenile_justice,non_assistance_emergency,work_ed,work_ed_subsidized_emp,work_ed_training,work_ed_other,work_supports,early_ed,early_ed_childcare,early_ed_prek,financial_ed,eitc_refundable,non_eitc_refundable,short_term_benefits,support__services,children_youth_services,pregnancy_prevention,fatherhood_programs,child_welfare,child_welfare_family,child_welfare_adoption,child_welfare_other,home_visiting,program_mgmt,program_mgmt_admin,program_mgmt_assessment,program_mgmt_systems,other,total_expenditures,fed_unliquidated,unobligated_balance
DIST.OF COLUMBIA,2019,103001715,0,3935917,88368286,48728015,164955982,164955982.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34562880.00,6932311.00,2085970.00,25544599.00,0.00,59117060.00,59117060.00,0.00,0.00,23680904.00,0.00,69143965.00,335000.00,0.00,1025929.00,0.00,0.00,0.00,0.00,0.00,0.00,11495707.00,9013499.00,1771164.00,711044.00,0.00,364317427.00,0.00,31098870.00
FLORIDA,2019,560484398,110005981,56048439,394429978,15912863,145676585,78265416.00,67411169.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46106428.00,3351122.00,6833957.00,35921349.00,4644842.00,180571689.00,180571689.00,0.00,0.00,0.00,0.00,950065.00,20327946.00,0.00,576393.00,0.00,250139494.00,46004911.00,1757702.00,202376881.00,0.00,88941120.00,85195722.00,0.00,3745398.00,0.00,737934562.00,64469094.00,0.00
GEORGIA,2019,329650291,0,1913109,327737182,77565199,98333136,34062900.00,64270236.00,31406069.00,31406069.00,0.00,0.00,0.00,0.00,0.00,0.00,8572626.00,7551846.00,0.00,1020780.00,2709688.00,0.00,0.00,0.00,0.00,0.00,0.00,5428798.00,18455708.00,15525170.00,6272890.00,0.00,276755797.00,255084785.00,13021516.00,8649496.00,0.00,27358157.00,14479260.00,8675245.00,4203652.00,0.00,490818039.00,39708599.00,48144270.00
HAWAII,2019,98578402,0,7393380,91185022,303403288,30805082,30805082.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41869717.00,731545.00,33701694.00,7436478.00,1725669.00,11971630.00,11971630.00,0.00,256333.00,0.00,0.00,8145765.00,24119437.00,6550796.00,7931792.00,2514307.00,1735870.00,1678400.00,0.00,57470.00,4408595.00,21957709.00,10688175.00,7466659.00,3802875.00,34028702.00,198021404.00,23678554.00,328141178.00
IDAHO,2019,30307166,7804095,0,22503071,13785444,8299154,8299154.00,0.00,579223.00,579223.00,0.00,0.00,11133040.00,0.00,0.00,11133040.00,3250377.00,294047.00,58618.00,2897712.00,256104.00,6993971.00,5488983.00,1504988.00,0.00,0.00,0.00,1407085.00,63195.00,0.00,405136.00,0.00,1419044.00,1419044.00,0.00,0.00,0.00,6839823.00,5839353.00,0.00,1000470.00,0.00,40646152.00,0.00,8667742.00
ILLINOIS,2019,583126272,0,1500000,581626272,0,43334677,43334677.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16342343.00,0.00,10873022.00,5469321.00,841661.00,603970451.00,495255920.00,108714531.00,453581.00,90136134.00,0.00,650817.00,5858534.00,11786164.00,119111.00,0.00,239682123.00,0.00,0.00,239682123.00,0.00,72786619.00,0.00,72758351.00,28268.00,0.00,1085962215.00,0.00,0.00
INDIANA,2019,206116672,61835002,0,144281670,64680943,12748734,12748734.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6364812.00,0.00,2935313.00,3429499.00,841685.00,61329335.00,61329335.00,0.00,0.00,25176855.00,0.00,191416.00,0.00,16483653.00,3956663.00,38085615.00,9169443.00,9052252.00,0.00,117191.00,24440522.00,30519266.00,17481253.00,0.00,13038013.00,60755384.00,290063383.00,5006385.00,32449455.00
IOWA,2019,130558068,26205412,12962008,91390648,653990,29339152,29339152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9463425.00,0.00,2509.00,9460916.00,978102.00,29410673.00,29410673.00,0.00,0.00,24902202.00,0.00,392387.00,0.00,0.00,1455363.00,11960.00,53820059.00,52073372.00,0.00,1746687.00,0.00,11634502.00,4991467.00,5463767.00,1179268.00,0.00,161407825.00,0.00,866064.00
KANSAS,2019,101477697,0,10147769,91329928,75799400,11900853,11900853.00,0.00,24550447.00,24550447.00,0.00,0.00,3837879.00,3837879.00,0.00,0.00,737352.00,0.00,367497.00,369855.00,1646382.00,24662969.00,6673024.00,17989945.00,0.00,40117216.00,0.00,0.00,4454657.00,19481605.00,0.00,1266976.00,6146039.00,6146039.00,0.00,0.00,5972918.00,14447991.00,8898091.00,4030011.00,1519889.00,0.00,159223284.00,3251063.00,69435166.00
KENTUCKY,2019,180689420,0,0,180689420,63783395,186166105,38466715.00,147699390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27921777.00,9737875.00,201858.00,17982044.00,0.00,30490352.00,30490352.00,0.00,0.00,0.00,0.00,0.00,7288961.00,0.00,0.00,5220461.00,0.00,0.00,0.00,0.00,0.00,11424404.00,10076852.00,0.00,1347552.00,0.00,268512060.00,0.00,48664217.00
LOUISIANA,2019,163430877,0,12348932,151081945,9501343,17403974,17403974.00,0.00,0.00,0.00,0.00,0.00,7850633.00,0.00,0.00,7850633.00,34530276.00,0.00,34530276.00,0.00,961045.00,51386115.00,10741970.00,40644145.00,0.00,11835996.00,0.00,0.00,7446123.00,810000.00,1185723.00,0.00,19780202.00,679114.00,0.00,19101088.00,2158285.00,18967043.00,15292033.00,2027572.00,1647438.00,0.00,174315415.00,45543095.00,3994156.00
MAINE,2019,76846500,15369300,7684650,53792550,145058012,32737870,32737870.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9533394.00,96862.00,1397056.00,8039476.00,3935388.00,13889526.00,13294688.00,594838.00,287670.00,7353665.00,546506.00,5760101.00,2355838.00,11899052.00,0.00,0.00,10688211.00,7817872.00,0.00,2870339.00,1821004.00,7213311.00,4922831.00,2179864.00,110616.00,0.00,108021536.00,25498570.00,102854399.00
MARYLAND,2019,254805498,0,22834201,205507807,8569735,117920872,108480391.00,9440481.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29643610.00,7627644.00,2979020.00,19036946.00,5125776.00,76486012.00,6467599.00,70018413.00,0.00,156514130.00,0.00,38835441.00,0.00,0.00,0.00,1275913.00,16908636.00,13653762.00,0.00,3254874.00,1026850.00,44391874.00,26750011.00,13724179.00,3917684.00,0.00,488129114.00,0.00,29525081.00
MASSACHUSETTS,2019,510917901,91570224,45785519,320499448,0,220293073,220293073.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,177163988.00,0.00,173517630.00,3646358.00,6302907.00,243205732.00,243205732.00,0.00,0.00,171271061.00,0.00,104097545.00,14563609.00,0.00,11583829.00,0.00,4819443.00,4819443.00,0.00,0.00,0.00,37825819.00,37825819.00,0.00,0.00,0.00,991127006.00,0.00,0.00
MICHIGAN,2019,772794194,8300000,77279419,687214775,56129398,74149472,41983566.00,32165906.00,29915877.00,29915877.00,0.00,0.00,130012.00,0.00,0.00,130012.00,4039402.00,899880.00,3139522.00,0.00,40547328.00,208056289.00,19529091.00,188527198.00,0.00,40146147.00,0.00,17524137.00,11323724.00,337517477.00,0.00,0.00,45414520.00,45414520.00,0.00,0.00,0.00,340575913.00,52746170.00,282033897.00,5795846.00,0.00,1149340298.00,0.00,99213378.00
MINNESOTA,2019,259569108,49658000,4790000,205121108,58031309,78514977,78514977.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58409312.00,0.00,721500.00,57687812.00,2203064.00,122954791.00,117254791.00,5700000.00,0.00,136202432.00,6659829.00,23845893.00,0.00,0.00,1312944.00,0.00,0.00,0.00,0.00,0.00,12480983.00,44752225.00,44084521.00,0.00,667704.00,4458722.00,491795172.00,0.00,64432493.00
MISSISSIPPI,2019,86481245,0,0,86481245,8415640,5542511,5542511.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25349043.00,0.00,19110416.00,6238627.00,3214379.00,1715430.00,1715430.00,0.00,0.00,0.00,0.00,0.00,403963.00,0.00,0.00,26326311.00,27088460.00,0.00,0.00,27088460.00,0.00,11421997.00,10393339.00,0.00,1028658.00,0.00,101062094.00,0.00,15675194.00
MISSOURI,2019,216335469,0,21633547,194701922,0,31317896,31317896.00,0.00,0.00,0.00,0.00,0.00,106116386.00,106116386.00,0.00,0.00,64115118.00,229254.00,43494805.00,20391059.00,2221026.00,31460081.00,31460081.00,0.00,0.00,0.00,0.00,67182098.00,7528055.00,0.00,4738348.00,15390566.00,0.00,0.00,0.00,0.00,0.00,9959171.00,7982656.00,0.00,1976515.00,0.00,340028745.00,0.00,0.00
MONTANA,2019,37888854,7340000,2976239,27572615,15852505,19596952,19596952.00,0.00,1907523.00,0.00,0.00,1907523.00,3964319.00,3964319.00,0.00,0.00,3035933.00,394344.00,357651.00,2283938.00,481786.00,1937135.00,1937135.00,0.00,127375.00,0.00,0.00,239654.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11702598.00,4374146.00,6246383.00,1082069.00,0.00,42993275.00,0.00,14427088.00
NEBRASKA,2019,56627234,16559787,428383,39639064,75869329,24036999,24036999.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9248081.00,405563.00,0.00,8842518.00,0.00,6498998.00,6498998.00,0.00,0.00,28991349.00,3821853.00,127079.00,380877.00,0.00,0.00,0.00,4901257.00,4901257.00,0.00,0.00,0.00,3933663.00,3496002.00,0.00,437661.00,0.00,81940156.00,0.00,79386660.00
NEVADA,2019,43762394,7299820,0,36462574,32769013,33727358,33727358.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4783427.00,432829.00,327573.00,4023025.00,44974.00,17672344.00,14666215.00,3006129.00,3753.00,0.00,0.00,6974608.00,3476940.00,433044.00,226190.00,5415.00,26898904.00,6381470.00,0.00,20517434.00,981111.00,21350854.00,5004228.00,11018037.00,5328589.00,0.00,116578922.00,0.00,28874072.00
NEW HAMPSHIRE,2019,38394141,7700000,936937,29757204,55537562,34054177,31246321.00,2807856.00,8841295.00,5918324.00,2632592.00,290379.00,0.00,0.00,0.00,0.00,7534868.00,0.00,264215.00,7270653.00,650831.00,4581972.00,4581972.00,0.00,0.00,0.00,0.00,7995489.00,1678070.00,0.00,2702649.00,4143020.00,0.00,0.00,0.00,0.00,1784466.00,11243525.00,8412771.00,0.00,2830754.00,2978954.00,88189316.00,0.00,35919035.00
NEW JERSEY,2019,402701508,72000000,9377000,321324508,48161537,69186378,67736715.00,1449663.00,6840000.00,0.00,0.00,6840000.00,0.00,0.00,0.00,0.00,69698110.00,63610.00,17444826.00,52189674.00,5476151.00,651681218.00,91904427.00,559776791.00,19726.00,373072985.00,0.00,7944670.00,11999753.00,30133371.00,1950000.00,5268607.00,0.00,0.00,0.00,0.00,0.00,48640363.00,46494759.00,0.00,2145604.00,0.00,1281911332.00,54828433.00,6345842.00
NEW MEXICO,2019,122658907,32975954,0,76943893,88702001,47429804,47429804.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17271964.00,6852841.00,1756132.00,8662991.00,605842.00,47613505.00,0.00,47613505.00,0.00,0.00,45478428.00,9472585.00,7211904.00,3797405.00,200000.00,10000000.00,316818.00,316818.00,0.00,0.00,5000000.00,4760255.00,4137501.00,0.00,622754.00,0.00,199158510.00,0.00,94102725.00
NEW YORK,2019,2717055852,365827438,179014682,1890026811,546965403,1473353433,1473353433.00,0.00,127784827.00,97598773.00,30186054.00,0.00,56999290.00,16975956.00,10706399.00,29316935.00,162000469.00,37638397.00,8880921.00,115481151.00,3524573.00,594387244.00,101984147.00,492403097.00,45352.00,897022005.00,427564111.00,236783421.00,36979156.00,17747899.00,37500.00,270729.00,225389167.00,135731391.00,0.00,89657776.00,1010793.00,479208530.00,423068695.00,55129131.00,1010704.00,0.00,4740108499.00,17412942.00,649113667.00
NORTH CAROLINA,2019,335256573,9027505,24036726,267373396,51128408,32930191,32930191.00,0.00,0.00,0.00,0.00,0.00,71651341.00,71651341.00,0.00,0.00,5566149.00,854.00,1881802.00,3683493.00,2146930.00,280058152.00,189855520.00,90202632.00,0.00,0.00,0.00,5117183.00,457601.00,3604987.00,0.00,164098.00,60035490.00,7996402.00,339713.00,51699375.00,0.00,69639159.00,45651977.00,21775979.00,2211203.00,0.00,531371281.00,64550604.00,0.00
NORTH DAKOTA,2019,26312690,0,0,26312690,1922443,3896302,3374090.00,522212.00,13284801.00,13284801.00,0.00,0.00,1308323.00,1308323.00,0.00,0.00,3714263.00,0.00,12755.00,3701508.00,801033.00,1116895.00,1116895.00,0.00,0.00,0.00,0.00,14523.00,0.00,0.00,240845.00,0.00,3836980.00,3836980.00,0.00,0.00,0.00,3788279.00,3347686.00,108711.00,331882.00,0.00,32002244.00,0.00,5302175.00
OHIO,2019,725565965,0,72556596,653009369,540178569,239855518,239855518.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78974436.00,11219884.00,17977698.00,49776854.00,57327437.00,410532389.00,410532389.00,0.00,316.00,0.00,0.00,57001368.00,7391578.00,2802046.00,65171994.00,5185045.00,20100606.00,6217920.00,0.00,13882686.00,0.00,136220082.00,95398512.00,24186227.00,16635343.00,0.00,1080562815.00,582362092.00,0.00
OKLAHOMA,2019,144792997,24000000,14479299,106313698,136994653,17988291,17254034.00,734257.00,10433616.00,10433616.00,0.00,0.00,0.00,0.00,0.00,0.00,11092060.00,0.00,10997997.00,94063.00,1001229.00,17773352.00,8713867.00,9059485.00,0.00,0.00,0.00,629491.00,1853424.00,1133309.00,0.00,5389408.00,8829090.00,8429090.00,0.00,400000.00,0.00,13748598.00,7847889.00,5330450.00,570259.00,119799.00,89991667.00,809003.00,212627395.00
OREGON,2019,165835476,0,0,165835476,13842944,84649005,84649005.00,0.00,15571893.00,13786323.00,0.00,1785570.00,0.00,0.00,0.00,0.00,19573859.00,2337125.00,1880042.00,15356692.00,8293399.00,23874871.00,11950669.00,11924202.00,0.00,0.00,3380632.00,27219442.00,12270681.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43007003.00,24707907.00,18299096.00,0.00,0.00,237840785.00,0.00,33471886.00
PENNSYLVANIA,2019,717124957,184077013,30977000,502070944,508198008,151418971,151418971.00,0.00,0.00,0.00,0.00,0.00,48603021.00,0.00,47827010.00,776011.00,99099762.00,0.00,1618785.00,97480977.00,4712917.00,558642400.00,322763645.00,235878755.00,0.00,0.00,0.00,13485224.00,0.00,0.00,45772453.00,2082489.00,0.00,0.00,0.00,0.00,11701278.00,80402140.00,68661806.00,0.00,11740334.00,0.00,1015920655.00,93186325.00,403288401.00
RHODE ISLAND,2019,94291836,0,6357244,87934592,16804062,23911294,23911294.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12079382.00,0.00,1279260.00,10800122.00,2091001.00,45351622.00,45351622.00,0.00,0.00,22577639.00,137718.00,27702288.00,0.00,0.00,0.00,0.00,33194079.00,0.00,0.00,33194079.00,0.00,9235772.00,2930401.00,4214048.00,2091323.00,0.00,176280795.00,0.00,12639927.00
SOUTH CAROLINA,2019,111185376,0,0,99637930,0,52506551,33567600.00,18938951.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9839897.00,0.00,8919692.00,920205.00,640593.00,31278081.00,4085269.00,27192812.00,0.00,0.00,0.00,0.00,3189438.00,0.00,0.00,3282487.00,6692874.00,0.00,0.00,6692874.00,0.00,33466269.00,18360305.00,12260972.00,2844992.00,24585748.00,165481938.00,0.00,0.00
SOUTH DAKOTA,2019,21207402,0,2120740,19086662,19606056,13246468,13246468.00,0.00,5388452.00,3124933.00,0.00,2263519.00,0.00,0.00,0.00,0.00,3260622.00,0.00,0.00,3260622.00,80316.00,802914.00,802914.00,0.00,0.00,0.00,0.00,0.00,74693.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571455.00,1823031.00,1823031.00,0.00,0.00,0.00,25247951.00,0.00,21984767.00
TENNESSEE,2019,190891768,0,0,190891768,614368092,57657202,57657202.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19316262.00,0.00,0.00,19316262.00,731431.00,82092010.00,0.00,82092010.00,0.00,0.00,0.00,0.00,634443.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26804272.00,26203819.00,0.00,600453.00,1061387.00,188297007.00,0.00,731897448.00
TEXAS,2019,540820419,0,31268006,453384099,388111567,39782205,39782205.00,0.00,92888709.00,92888709.00,0.00,0.00,231598442.00,231598442.00,0.00,0.00,83597056.00,3301126.00,7632561.00,72663369.00,2925559.00,349681944.00,0.00,349681944.00,0.00,0.00,0.00,5685579.00,0.00,0.00,6892914.00,10791751.00,0.00,0.00,0.00,0.00,18747815.00,118890950.00,101900034.00,0.00,16990916.00,0.00,961482924.00,0.00,330345879.00
UTAH,2019,75355939,15071188,7535000,52749751,60575439,22528535,22528535.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19109357.00,414073.00,1057955.00,17637329.00,0.00,17973309.00,7851224.00,10122085.00,1230818.00,0.00,0.00,1834595.00,4967117.00,2967114.00,204683.00,658858.00,1567229.00,1363396.00,0.00,203833.00,844357.00,8456523.00,7146312.00,475973.00,834238.00,0.00,82342495.00,0.00,55870401.00
VERMONT,2019,47196916,9224076,4719691,33253149,0,13715733,13715733.00,0.00,0.00,0.00,0.00,0.00,6998121.00,6998121.00,0.00,0.00,1922639.00,0.00,8501.00,1914138.00,1566159.00,23031169.00,23031169.00,0.00,0.00,19419970.00,0.00,1446903.00,14966.00,2204612.00,125000.00,0.00,0.00,0.00,0.00,0.00,0.00,11758097.00,4589833.00,6225112.00,943152.00,0.00,82203369.00,0.00,0.00
VIRGINIA,2019,157762831,16607349,15776283,125379199,140874589,62525482,62525482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37791764.00,10500.00,618844.00,37162420.00,5807212.00,25928533.00,21919236.00,4009297.00,0.00,524124.00,0.00,4555541.00,4175632.00,1000004.00,0.00,0.00,55156171.00,46140491.00,0.00,9015680.00,987921.00,49768662.00,46772130.00,0.00,2996532.00,6871463.00,255092509.00,6672677.00,133595458.00
WASHINGTON,2019,422988788,64240748,5675000,309142437,48355130,141868033,141868033.00,0.00,0.00,0.00,0.00,0.00,4191962.00,4151967.00,0.00,39995.00,99703572.00,14458954.00,64136799.00,21107819.00,0.00,130482390.00,80247700.00,50234690.00,0.00,0.00,0.00,63951155.00,3564420.00,287362997.00,0.00,0.00,0.00,0.00,0.00,0.00,5548740.00,87620464.00,43968442.00,0.00,43652022.00,113856760.00,938150493.00,0.00,111917668.00
WEST VIRGINIA,2019,109812728,0,10981273,98831455,74561406,25140467,25140467.00,0.00,22490742.00,21771436.00,0.00,719306.00,0.00,0.00,0.00,0.00,343611.00,0.00,0.00,343611.00,10675331.00,10021392.00,10021392.00,0.00,0.00,0.00,0.00,13509750.00,1729790.00,135.00,0.00,0.00,9368184.00,3985027.00,0.00,5383157.00,0.00,12543223.00,11623691.00,0.00,919532.00,236708.00,106059333.00,0.00,101779972.00
WISCONSIN,2019,312845980,62569196,14653500,235623284,175646493,71793471,71793471.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31826493.00,3186870.00,2539713.00,26099910.00,1690496.00,138857145.00,138857145.00,0.00,0.00,69700000.00,0.00,38010986.00,14436996.00,86233362.00,1107939.00,2657181.00,6413436.00,6413436.00,0.00,0.00,3468121.00,33847478.00,25084491.00,1933805.00,6829182.00,340514.00,500383618.00,0.00,186527124.00
WYOMING,2019,18428651,0,0,18428651,26092394,8321466,8321466.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4741535.00,0.00,4671814.00,69721.00,0.00,2882598.00,2882598.00,0.00,0.00,0.00,0.00,3294209.00,1160204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,547954.00,4602795.00,4213709.00,273653.00,115433.00,0.00,25550761.00,0.00,28633026.00
U.S. TOTAL,2018,16844659573,1497830673,1118840002,13619988898,4855129092,3155388015,2923657284.00,231730731.00,563246283.00,260138260.00,29607526.00,273500497.00,564949505.00,424014755.00,69402640.00,71532110.00,2880951750.00,109401796.00,1516991832.00,1254558122.00,395579048.00,1614747956.00,1546537642.00,68210314.00,2134026.00,310357059.00,0.00,404369219.00,206025495.00,197107493.00,134988052.00,159681944.00,1128638502.00,550521051.00,18910306.00,559207145.00,77248100.00,2149121350.00,1176162331.00,810840576.00,162118443.00,12543244.00,13957077041.00,1434903289.00,3691137660.00
ALABAMA,2018,103359371,0,9300727,83706540,74176307,20321862,20321862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6277205.00,3268741.00,178647.00,2829817.00,839723.00,90024.00,90024.00,0.00,0.00,0.00,0.00,12064545.00,520862.00,900000.00,854289.00,2871585.00,11065821.00,10092763.00,0.00,973058.00,1881627.00,24144005.00,12783612.00,10621062.00,739331.00,0.00,81831548.00,0.00,86403403.00
ALASKA,2018,44397466,7742228,4439747,32215491,48142469,17091522,17091522.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8741534.00,0.00,599220.00,8142314.00,294110.00,7764161.00,7764161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2988174.00,0.00,0.00,0.00,0.00,0.00,0.00,7165876.00,7162803.00,0.00,3073.00,0.00,44045377.00,0.00,36312583.00
ARIZONA,2018,221602194,0,19940731,179466582,29744419,41697276,16481500.00,25215776.00,9750527.00,9750527.00,0.00,0.00,0.00,0.00,0.00,0.00,377322.00,0.00,150646.00,226676.00,7034419.00,2546800.00,2546800.00,0.00,0.00,0.00,0.00,9482507.00,5784681.00,0.00,0.00,0.00,89807382.00,47149028.00,0.00,42658354.00,0.00,15503221.00,11540230.00,601521.00,3361470.00,0.00,181984135.00,0.00,49421747.00
ARKANSAS,2018,62839408,0,0,56545640,64673052,4098634,4098634.00,0.00,0.00,0.00,0.00,0.00,4079213.00,0.00,0.00,4079213.00,14615698.00,19459.00,3245464.00,11350775.00,949214.00,15514589.00,15514589.00,0.00,0.00,0.00,0.00,0.00,0.00,106403.00,937208.00,2294545.00,330060.00,330060.00,0.00,0.00,0.00,10794689.00,9263984.00,99296.00,1431409.00,0.00,53720253.00,20420765.00,53371442.00
CALIFORNIA,2018,3637503251,0,362416560,3275086691,305434780,480116893,467000668.00,13116225.00,253674004.00,0.00,0.00,253674004.00,0.00,0.00,0.00,0.00,1723510960.00,16900625.00,1105045547.00,601564788.00,179106846.00,201585505.00,201585505.00,0.00,0.00,0.00,0.00,247347.00,34051960.00,0.00,12540690.00,0.00,0.00,0.00,0.00,0.00,0.00,437910845.00,207289851.00,192626797.00,37994197.00,0.00,3322745050.00,257776421.00,0.00
COLORADO,2018,150701415,6221206,5897601,123488896,96394637,48100901,48100901.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10111361.00,1864944.00,3906726.00,4339691.00,9060907.00,578506.00,494182.00,84324.00,2912.00,0.00,0.00,4568848.00,1979964.00,563025.00,416360.00,504589.00,783778.00,68323.00,0.00,715455.00,569909.00,53219553.00,15203443.00,34371411.00,3644699.00,0.00,130460613.00,0.00,104516632.00
CONNECTICUT,2018,265907706,26678810,0,239228896,769225,0,0.00,0.00,0.00,0.00,0.00,0.00,19726211.00,0.00,0.00,19726211.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19103907.00,0.00,51502991.00,16192439.00,62229764.00,62229764.00,0.00,0.00,0.00,71242809.00,13732947.00,57509862.00,0.00,0.00,239998121.00,0.00,0.00
DELAWARE,2018,35766684,0,0,32184421,9106358,910494,910494.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2831622.00,1003102.00,1828520.00,0.00,0.00,20194625.00,20194625.00,0.00,0.00,0.00,0.00,1846293.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4408904.00,3520878.00,888026.00,0.00,0.00,30191938.00,610337.00,14070767.00
DIST.OF COLUMBIA,2018,102578051,0,3935917,88368286,33376184,22292955,22292955.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10452775.00,0.00,2606886.00,7845889.00,0.00,36947695.00,36947695.00,0.00,0.00,0.00,0.00,0.00,273109.00,0.00,973682.00,0.00,0.00,0.00,0.00,0.00,1226779.00,11123308.00,9105074.00,1393730.00,624504.00,0.00,83290303.00,0.00,48728015.00
FLORIDA,2018,560484398,110290876,56048440,394145082,17120287,36560664,21051749.00,15508915.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43769764.00,1762593.00,5133790.00,36873381.00,4147909.00,94399447.00,94399447.00,0.00,0.00,0.00,0.00,902114.00,19923876.00,0.00,204322.00,0.00,151060681.00,8322809.00,1830457.00,140907415.00,0.00,44383729.00,40192609.00,0.00,4191120.00,0.00,395352506.00,15912863.00,0.00
GEORGIA,2018,329650291,0,1182112,328468179,64692560,67651096,37838538.00,29812558.00,36672497.00,36672497.00,0.00,0.00,0.00,0.00,0.00,0.00,10626204.00,7824509.00,440.00,2801255.00,2526818.00,0.00,0.00,0.00,0.00,0.00,0.00,4671914.00,13069738.00,17114865.00,10133405.00,0.00,135327394.00,119586311.00,12074610.00,3666473.00,0.00,17801609.00,10850713.00,4993977.00,1956919.00,0.00,315595540.00,10737389.00,66827810.00
HAWAII,2018,109550596,0,9857840,88720562,241395931,17563586,17563586.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,618174.00,0.00,0.00,618174.00,1168766.00,1529137.00,1529137.00,0.00,86219.00,0.00,0.00,182527.00,616477.00,735367.00,2891743.00,225814.00,469493.00,469493.00,0.00,0.00,1759364.00,11971328.00,6103127.00,4600842.00,1267359.00,0.00,39817995.00,20685336.00,280585356.00
IDAHO,2018,30307166,7804095,966041,21537030,19999580,1923752,1923752.00,0.00,0.00,0.00,0.00,0.00,11306225.00,0.00,0.00,11306225.00,1339038.00,86531.00,61760.00,1190747.00,64434.00,5716079.00,4656876.00,1059203.00,0.00,0.00,0.00,1304105.00,0.00,0.00,403855.00,0.00,0.00,0.00,0.00,0.00,0.00,5693678.00,4005564.00,0.00,1688114.00,0.00,27751166.00,0.00,13785444.00
ILLINOIS,2018,583126272,0,1500000,581626272,0,26918725,26918725.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19050392.00,0.00,13244892.00,5805500.00,742666.00,155327304.00,155327304.00,0.00,377984.00,66150494.00,0.00,564492.00,0.00,0.00,102555.00,0.00,242282735.00,0.00,0.00,242282735.00,0.00,70108925.00,0.00,70051958.00,56967.00,0.00,581626272.00,0.00,0.00
INDIANA,2018,206116672,61835002,0,144281670,155782237,14716227,14716227.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83762279.00,0.00,80058675.00,3703604.00,1102831.00,41260282.00,41260282.00,0.00,0.00,0.00,0.00,387960.00,0.00,7374770.00,4426798.00,25369587.00,9336994.00,9043322.00,0.00,293672.00,23622474.00,24101671.00,15546671.00,0.00,8555000.00,68804.00,235530677.00,13692163.00,50841067.00
